223,Yellow,-0.00010340540586019844,0.003173142663687569,1.9271784314661563e-05
223,Pink,6.26971472506008e-05,0.003247231756588982,9.315131999166935e-06
223,Green,-0.00031804168616011557,0.016936482801418483,6.030227420307318e-06
223,TotalEnergies,-0.00035874994476971304,0.023356857221695032,2.0157695775554735e-05
224,Yellow,0.002661492395270796,-0.03773243496897998,0.0014657470931325085
224,Pink,7.2055493221658015e-06,0.008027946854262027,5.937730864262391e-05
224,Green,-0.00028277713385386317,0.003711290413140566,4.793588590834111e-06
224,TotalEnergies,0.0023859208107390975,-0.025993197701577368,0.0014820318366383436
225,Yellow,7.825325765081767e-05,0.005209974083749523,1.9391564940708673e-05
225,Pink,-8.612339563140451e-05,0.011186929212403513,1.0511155367592101e-05
225,Green,-0.0003799719187499172,0.012542200398505465,5.3920316451684746e-06
225,TotalEnergies,-0.000387842056730504,0.028939103694658498,1.6863895882967283e-05
226,Yellow,0.00038671453885390363,-0.0033948342550987774,2.444762622297547e-05
226,Pink,-2.7401465197156066e-05,0.009007340213647004,1.0756224650603721e-05
226,Green,-0.0008159251168960276,0.058555563566461216,1.4942048218133801e-05
226,TotalEnergies,-0.0004566120432392798,0.06416806952500943,3.2398707866536455e-05
227,Yellow,0.0003735730729257976,-0.01321424060644192,3.016280735759325e-05
227,Pink,-0.0001987105162388038,0.017183692055800004,2.6252507808097708e-05
227,Green,-0.0007070788026735586,0.055851726759422696,1.7762130563479882e-05
227,TotalEnergies,-0.0005322162459865646,0.059821178208780766,4.366807484358069e-05
228,Yellow,0.00012508345004414177,-0.0034634279443055936,2.5492802056730367e-05
228,Pink,-7.525383833239824e-05,0.006927722851076038,2.3868815325644227e-05
228,Green,-0.0008016552455672825,0.06140879026737975,1.7269387139944787e-05
228,TotalEnergies,-0.0007518256338555387,0.06487308517415019,4.165638898459284e-05
229,Yellow,-0.00016732822996552387,0.013243673068039204,2.7051738617646946e-05
229,Pink,3.0334969498798145e-05,0.010739835863480797,1.9086852663894816e-05
229,Green,-0.0009438333817108095,0.08932375748646236,2.698161161527769e-05
229,TotalEnergies,-0.0010808266421775351,0.11330726641798233,4.8460667926966374e-05
230,Yellow,5.320676855100809e-05,0.00830385164529594,2.3769900567480214e-05
230,Pink,3.4865008122020776e-05,0.011234011837645597,1.2701007282289967e-05
230,Green,-0.0009701950358541888,0.09016632887838136,2.403711430004277e-05
230,TotalEnergies,-0.0008821232591811601,0.1097041923613229,4.1520550338857306e-05
231,Yellow,7.158181189781301e-05,0.0024716602521851006,2.957832382496343e-05
231,Pink,2.9647955697258828e-05,0.00869114680726935,2.0918274173393497e-05
231,Green,-0.0012033943821281757,0.09390138496305887,3.249158743922404e-05
231,TotalEnergies,-0.001102164614533104,0.10506419202251333,5.3301316608319426e-05
233,Yellow,4.302662699225965e-05,0.0011472911881258727,1.9516330050540762e-05
233,Pink,0.00012204612342902842,-0.00017787836865651397,2.1594583366465398e-05
233,Green,-0.0012219985369414054,0.10929948169823826,3.2743278094703246e-05
233,TotalEnergies,-0.0010569257865201173,0.11026889451770763,4.3432696258755464e-05
234,Yellow,6.302607318049277e-07,0.00101948570252027,1.8817637984809746e-05
234,Pink,0.00015282010175282737,-0.003146771996481286,2.3624917752224256e-05
234,Green,-0.0011967056242094436,0.10849813861219441,3.367299730855216e-05
234,TotalEnergies,-0.0010432552617248108,0.10637085231823339,4.3835303641548e-05
235,Yellow,-4.400137354697987e-05,0.003629859007189167,1.7997144209470043e-05
235,Pink,9.833591182904708e-05,0.000721348682731189,2.0896592586341076e-05
235,Green,-0.0012310610238028606,0.10955601672852598,3.277335558222036e-05
235,TotalEnergies,-0.0011767264855207934,0.11390722441844633,4.069171859977079e-05
223,Yellow,-0.00010340540586019844,0.003173142663687569,1.9271784314661563e-05
223,Pink,6.26971472506008e-05,0.003247231756588982,9.315131999166935e-06
223,Green,-0.00031804168616011557,0.016936482801418483,6.030227420307318e-06
223,TotalEnergies,-0.00035874994476971304,0.023356857221695032,2.0157695775554735e-05
224,Yellow,-0.00026465772873850927,0.017751371711549817,3.072348272042268e-05
224,Pink,-2.598264228896432e-05,0.008629894171808858,5.6509470756025135e-05
224,Green,-0.00028277713385386317,0.003711290413140566,4.793588590834111e-06
224,TotalEnergies,-0.000573417504881337,0.030092556296499248,5.821426512985493e-05
225,Yellow,7.825325765081767e-05,0.005209974083749523,1.9391564940708673e-05
225,Pink,-8.612339563140451e-05,0.011186929212403513,1.0511155367592101e-05
225,Green,-0.0003799719187499172,0.012542200398505465,5.3920316451684746e-06
225,TotalEnergies,-0.000387842056730504,0.028939103694658498,1.6863895882967283e-05
226,Yellow,0.00038671453885390363,-0.0033948342550987774,2.444762622297547e-05
226,Pink,-2.7401465197156066e-05,0.009007340213647004,1.0756224650603721e-05
226,Green,-0.0008159251168960276,0.058555563566461216,1.4942048218133801e-05
226,TotalEnergies,-0.0004566120432392798,0.06416806952500943,3.2398707866536455e-05
227,Yellow,0.0003735730729257976,-0.01321424060644192,3.016280735759325e-05
227,Pink,-0.0001987105162388038,0.017183692055800004,2.6252507808097708e-05
227,Green,-0.0007070788026735586,0.055851726759422696,1.7762130563479882e-05
227,TotalEnergies,-0.0005322162459865646,0.059821178208780766,4.366807484358069e-05
228,Yellow,0.00012508345004414177,-0.0034634279443055936,2.5492802056730367e-05
228,Pink,-7.525383833239824e-05,0.006927722851076038,2.3868815325644227e-05
228,Green,-0.0008016552455672825,0.06140879026737975,1.7269387139944787e-05
228,TotalEnergies,-0.0007518256338555387,0.06487308517415019,4.165638898459284e-05
229,Yellow,-0.00016732822996552387,0.013243673068039204,2.7051738617646946e-05
229,Pink,3.0334969498798145e-05,0.010739835863480797,1.9086852663894816e-05
229,Green,-0.0009438333817108095,0.08932375748646236,2.698161161527769e-05
229,TotalEnergies,-0.0010808266421775351,0.11330726641798233,4.8460667926966374e-05
230,Yellow,5.320676855100809e-05,0.00830385164529594,2.3769900567480214e-05
230,Pink,3.4865008122020776e-05,0.011234011837645597,1.2701007282289967e-05
230,Green,-0.0009701950358541888,0.09016632887838136,2.403711430004277e-05
230,TotalEnergies,-0.0008821232591811601,0.1097041923613229,4.1520550338857306e-05
231,Yellow,7.158181189781301e-05,0.0024716602521851006,2.957832382496343e-05
231,Pink,2.9647955697258828e-05,0.00869114680726935,2.0918274173393497e-05
231,Green,-0.0012033943821281757,0.09390138496305887,3.249158743922404e-05
231,TotalEnergies,-0.001102164614533104,0.10506419202251333,5.3301316608319426e-05
233,Yellow,4.302662699225965e-05,0.0011472911881258727,1.9516330050540762e-05
233,Pink,0.00012204612342902842,-0.00017787836865651397,2.1594583366465398e-05
233,Green,-0.0012219985369414054,0.10929948169823826,3.2743278094703246e-05
233,TotalEnergies,-0.0010569257865201173,0.11026889451770763,4.3432696258755464e-05
234,Yellow,6.302607318049277e-07,0.00101948570252027,1.8817637984809746e-05
234,Pink,0.00015282010175282737,-0.003146771996481286,2.3624917752224256e-05
234,Green,-0.0011967056242094436,0.10849813861219441,3.367299730855216e-05
234,TotalEnergies,-0.0010432552617248108,0.10637085231823339,4.3835303641548e-05
235,Yellow,-4.400137354697987e-05,0.003629859007189167,1.7997144209470043e-05
235,Pink,9.833591182904708e-05,0.000721348682731189,2.0896592586341076e-05
235,Green,-0.0012310610238028606,0.10955601672852598,3.277335558222036e-05
235,TotalEnergies,-0.0011767264855207934,0.11390722441844633,4.069171859977079e-05
